sample,sex,bam,bai
HG03688,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03688.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03688.GRCh38_no_alt.flnc.bam.bai
HG03704,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03704.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03704.GRCh38_no_alt.flnc.bam.bai
HG03710,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03710.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03710.GRCh38_no_alt.flnc.bam.bai
HG03742,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03742.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03742.GRCh38_no_alt.flnc.bam.bai
HG03784,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03784.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03784.GRCh38_no_alt.flnc.bam.bai
HG03804,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03804.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03804.GRCh38_no_alt.flnc.bam.bai
HG03816,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03816.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03816.GRCh38_no_alt.flnc.bam.bai
HG03831,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03831.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03831.GRCh38_no_alt.flnc.bam.bai
HG03834,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03834.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03834.GRCh38_no_alt.flnc.bam.bai
HG03874,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03874.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03874.GRCh38_no_alt.flnc.bam.bai
HG03927,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03927.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03927.GRCh38_no_alt.flnc.bam.bai
HG03942,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03942.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG03942.GRCh38_no_alt.flnc.bam.bai
HG04115,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04115.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04115.GRCh38_no_alt.flnc.bam.bai
HG04157,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04157.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04157.GRCh38_no_alt.flnc.bam.bai
HG04160,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04160.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04160.GRCh38_no_alt.flnc.bam.bai
HG04184,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04184.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04184.GRCh38_no_alt.flnc.bam.bai
HG04187,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04187.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04187.GRCh38_no_alt.flnc.bam.bai
HG04199,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04199.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04199.GRCh38_no_alt.flnc.bam.bai
HG04204,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04204.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04204.GRCh38_no_alt.flnc.bam.bai
HG04228,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04228.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/HG04228.GRCh38_no_alt.flnc.bam.bai
NA18505,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18505.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18505.GRCh38_no_alt.flnc.bam.bai
NA18508,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18508.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18508.GRCh38_no_alt.flnc.bam.bai
NA18522,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18522.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18522.GRCh38_no_alt.flnc.bam.bai
NA18565,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18565.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18565.GRCh38_no_alt.flnc.bam.bai
NA18570,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18570.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18570.GRCh38_no_alt.flnc.bam.bai
NA18608,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18608.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18608.GRCh38_no_alt.flnc.bam.bai
NA18620,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18620.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18620.GRCh38_no_alt.flnc.bam.bai
NA18747,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18747.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18747.GRCh38_no_alt.flnc.bam.bai
NA18879,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18879.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18879.GRCh38_no_alt.flnc.bam.bai
NA18952,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18952.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18952.GRCh38_no_alt.flnc.bam.bai
NA18967,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18967.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18967.GRCh38_no_alt.flnc.bam.bai
NA18970,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18970.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18970.GRCh38_no_alt.flnc.bam.bai
NA18971,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18971.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18971.GRCh38_no_alt.flnc.bam.bai
NA18974,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18974.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18974.GRCh38_no_alt.flnc.bam.bai
NA18976,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18976.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18976.GRCh38_no_alt.flnc.bam.bai
NA18983,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18983.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA18983.GRCh38_no_alt.flnc.bam.bai
NA19036,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19036.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19036.GRCh38_no_alt.flnc.bam.bai
NA19043,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19043.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19043.GRCh38_no_alt.flnc.bam.bai
NA19087,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19087.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19087.GRCh38_no_alt.flnc.bam.bai
NA19159,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19159.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19159.GRCh38_no_alt.flnc.bam.bai
NA19185,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19185.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19185.GRCh38_no_alt.flnc.bam.bai
NA19338,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19338.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19338.GRCh38_no_alt.flnc.bam.bai
NA19391,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19391.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19391.GRCh38_no_alt.flnc.bam.bai
NA19443,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19443.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19443.GRCh38_no_alt.flnc.bam.bai
NA19468,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19468.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19468.GRCh38_no_alt.flnc.bam.bai
NA19682,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19682.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19682.GRCh38_no_alt.flnc.bam.bai
NA19700,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19700.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19700.GRCh38_no_alt.flnc.bam.bai
NA19776,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19776.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19776.GRCh38_no_alt.flnc.bam.bai
NA19835,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19835.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19835.GRCh38_no_alt.flnc.bam.bai
NA19909,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19909.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA19909.GRCh38_no_alt.flnc.bam.bai
NA20282,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20282.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20282.GRCh38_no_alt.flnc.bam.bai
NA20346,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20346.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20346.GRCh38_no_alt.flnc.bam.bai
NA20503,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20503.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20503.GRCh38_no_alt.flnc.bam.bai
NA20752,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20752.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20752.GRCh38_no_alt.flnc.bam.bai
NA20762,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20762.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20762.GRCh38_no_alt.flnc.bam.bai
NA20799,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20799.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20799.GRCh38_no_alt.flnc.bam.bai
NA20805,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20805.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20805.GRCh38_no_alt.flnc.bam.bai
NA20806,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20806.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20806.GRCh38_no_alt.flnc.bam.bai
NA20809,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20809.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20809.GRCh38_no_alt.flnc.bam.bai
NA20827,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20827.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20827.GRCh38_no_alt.flnc.bam.bai
NA20850,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20850.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20850.GRCh38_no_alt.flnc.bam.bai
NA20870,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20870.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20870.GRCh38_no_alt.flnc.bam.bai
NA20905,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20905.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA20905.GRCh38_no_alt.flnc.bam.bai
NA21093,male,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21093.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21093.GRCh38_no_alt.flnc.bam.bai
NA21102,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21102.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21102.GRCh38_no_alt.flnc.bam.bai
NA21106,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21106.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21106.GRCh38_no_alt.flnc.bam.bai
NA21110,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21110.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21110.GRCh38_no_alt.flnc.bam.bai
NA21144,female,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21144.GRCh38_no_alt.flnc.bam,/vast/palmer/pi/hall/wl474/projects/hprc_r2/isoform_analysis/GRCh38_no_alt/align_flnc_bams/results/NA21144.GRCh38_no_alt.flnc.bam.bai
